"","WY","datetime","Q"
"1",2004,2003-10-01 00:00:00,0.0418909090909091
"2",2004,2003-10-01 01:00:00,0.0418909090909091
"3",2004,2003-10-01 02:00:00,0.0436363636363636
"4",2004,2003-10-01 03:00:00,0.0453818181818182
"5",2004,2003-10-01 04:00:00,0.0462545454545455
"6",2004,2003-10-01 05:00:00,0.0523636363636364
"7",2004,2003-10-01 06:00:00,0.0558545454545455
"8",2004,2003-10-01 07:00:00,0.0567272727272727
"9",2004,2003-10-01 08:00:00,0.0610909090909091
"10",2004,2003-10-01 09:00:00,0.0610909090909091
"11",2004,2003-10-01 10:00:00,0.0610909090909091
"12",2004,2003-10-01 11:00:00,0.0610909090909091
"13",2004,2003-10-01 12:00:00,0.0584727272727273
"14",2004,2003-10-01 13:00:00,0.0567272727272727
"15",2004,2003-10-01 14:00:00,0.0532363636363636
"16",2004,2003-10-01 15:00:00,0.0514909090909091
"17",2004,2003-10-01 16:00:00,0.0488727272727273
"18",2004,2003-10-01 17:00:00,0.048
"19",2004,2003-10-01 18:00:00,0.0453818181818182
"20",2004,2003-10-01 19:00:00,0.0453818181818182
"21",2004,2003-10-01 20:00:00,0.0453818181818182
"22",2004,2003-10-01 21:00:00,0.0453818181818182
"23",2004,2003-10-01 22:00:00,0.0453818181818182
"24",2004,2003-10-01 23:00:00,0.0462545454545455
"25",2004,2003-10-02 00:00:00,0.0462545454545455
"26",2004,2003-10-02 01:00:00,0.0471272727272727
"27",2004,2003-10-02 02:00:00,0.0497454545454545
"28",2004,2003-10-02 03:00:00,0.0532363636363636
"29",2004,2003-10-02 04:00:00,0.0576
"30",2004,2003-10-02 05:00:00,0.0610909090909091
"31",2004,2003-10-02 06:00:00,0.0663272727272727
"32",2004,2003-10-02 07:00:00,0.0680727272727273
"33",2004,2003-10-02 08:00:00,0.0715636363636363
"34",2004,2003-10-02 09:00:00,0.0715636363636363
"35",2004,2003-10-02 10:00:00,0.0715636363636363
"36",2004,2003-10-02 11:00:00,0.0698181818181818
"37",2004,2003-10-02 12:00:00,0.0680727272727273
"38",2004,2003-10-02 13:00:00,0.0637090909090909
"39",2004,2003-10-02 14:00:00,0.0610909090909091
"40",2004,2003-10-02 15:00:00,0.0576
"41",2004,2003-10-02 16:00:00,0.0576
"42",2004,2003-10-02 17:00:00,0.0558545454545455
"43",2004,2003-10-02 18:00:00,0.0541090909090909
"44",2004,2003-10-02 19:00:00,0.0541090909090909
"45",2004,2003-10-02 20:00:00,0.0541090909090909
"46",2004,2003-10-02 21:00:00,0.0541090909090909
"47",2004,2003-10-02 22:00:00,0.0541090909090909
"48",2004,2003-10-02 23:00:00,0.0541090909090909
"49",2004,2003-10-03 00:00:00,0.0567272727272727
"50",2004,2003-10-03 01:00:00,0.0593454545454546
"51",2004,2003-10-03 02:00:00,0.0637090909090909
"52",2004,2003-10-03 03:00:00,0.0680727272727273
"53",2004,2003-10-03 04:00:00,0.0724363636363636
"54",2004,2003-10-03 05:00:00,0.0741818181818182
"55",2004,2003-10-03 06:00:00,0.0776727272727273
"56",2004,2003-10-03 07:00:00,0.0811636363636364
"57",2004,2003-10-03 08:00:00,0.0820363636363636
"58",2004,2003-10-03 09:00:00,0.0820363636363636
"59",2004,2003-10-03 10:00:00,0.0785454545454545
"60",2004,2003-10-03 11:00:00,0.0759272727272727
"61",2004,2003-10-03 12:00:00,0.0733090909090909
"62",2004,2003-10-03 13:00:00,0.0689454545454546
"63",2004,2003-10-03 14:00:00,0.0654545454545455
"64",2004,2003-10-03 15:00:00,0.0619636363636363
"65",2004,2003-10-03 16:00:00,0.0584727272727273
"66",2004,2003-10-03 17:00:00,0.0576
"67",2004,2003-10-03 18:00:00,0.0558545454545455
"68",2004,2003-10-03 19:00:00,0.0541090909090909
"69",2004,2003-10-03 20:00:00,0.0541090909090909
"70",2004,2003-10-03 21:00:00,0.0541090909090909
"71",2004,2003-10-03 22:00:00,0.0532363636363636
"72",2004,2003-10-03 23:00:00,0.0514909090909091
"73",2004,2003-10-04 00:00:00,0.0532363636363636
"74",2004,2003-10-04 01:00:00,0.0541090909090909
"75",2004,2003-10-04 02:00:00,0.0567272727272727
"76",2004,2003-10-04 03:00:00,0.0593454545454546
"77",2004,2003-10-04 04:00:00,0.0628363636363636
"78",2004,2003-10-04 05:00:00,0.0654545454545455
"79",2004,2003-10-04 06:00:00,0.0680727272727273
"80",2004,2003-10-04 07:00:00,0.0680727272727273
"81",2004,2003-10-04 08:00:00,0.0680727272727273
"82",2004,2003-10-04 09:00:00,0.0680727272727273
"83",2004,2003-10-04 10:00:00,0.0663272727272727
"84",2004,2003-10-04 11:00:00,0.0637090909090909
"85",2004,2003-10-04 12:00:00,0.0584727272727273
"86",2004,2003-10-04 13:00:00,0.0558545454545455
"87",2004,2003-10-04 14:00:00,0.0523636363636364
"88",2004,2003-10-04 15:00:00,0.0497454545454545
"89",2004,2003-10-04 16:00:00,0.0453818181818182
"90",2004,2003-10-04 17:00:00,0.0436363636363636
